anon_id,mfcc_1_std,shimmer,pitch_delta_std,jitter,label,split
call_7a345e2b0f37,61.183018,0.20765865,38.032221359004616,0.11419596859829786,synthetic,train
call_7ae75e4aa32f,79.12295,0.18320827,14.002873186423777,0.04148080193965474,synthetic,train
call_7b14e69a57bd,52.178528,0.1775163,64.21148739741867,0.2864097558811055,synthetic,train
call_7b1e73c133f8,84.300735,0.20802648,17.9355346538033,0.06580076879066131,synthetic,val
call_7d4f3b80384e,118.73353,0.20277773,36.09179446054121,0.07767661458712657,synthetic,train
call_7d5b26105bb5,83.53784,0.19642247,31.85411014511378,0.0791083048127079,synthetic,train
call_7f82debeb19b,118.50717,0.25936374,49.47939152550023,0.15515538008455076,human,train
call_802282383eb2,93.38007,0.19280282,8.585255136545342,0.03701001766591242,synthetic,train
call_810c24005ecc,66.75436,0.1800496,23.90611746902035,0.08799272155157424,synthetic,val
call_810e3066a7b4,82.79506,0.19466686,33.22313303237359,0.0845749737938297,synthetic,val
call_81b12145be34,90.21482,0.2266378,48.50296571046337,0.09626566262677791,synthetic,train
call_81b98c77cf99,100.3658,0.24986659,61.28857213768183,0.11067345796607592,human,train
call_850d796d23a7,87.16729,0.22695564,30.29766710555358,0.06231243603139934,synthetic,train
call_8570ae0e7d61,96.227165,0.18559901,20.690742080993026,0.04260504422706703,synthetic,train
call_8834a90f11cd,67.925255,0.19751096,35.24561669548254,0.13537332447975348,human,train
call_8893de2fe204,85.92556,0.17564507,54.62722105831835,0.18885504516831786,synthetic,train
call_88cd54e1e505,93.4294,0.1854387,10.040778165085968,0.041455345128780983,synthetic,train
call_88d7858b7921,82.46009,0.20003052,30.128742825294218,0.059495462405423465,synthetic,train
call_893d552b156a,112.48071,0.2615658,54.18974923511502,0.163318184903783,human,train
call_8a3996f823e4,104.462364,0.22610433,47.8490825653689,0.18105429312202884,human,train
call_8a570a10920b,79.570145,0.18159607,49.453965784590245,0.12864531624969983,synthetic,train
call_8a61615c9927,147.68845,0.30380133,55.253278361322515,0.15247101424796589,human,train
call_8a9391c1823b,167.30975,0.2548456,52.819090989148485,0.13938498442030287,human,train
call_8ade6f74aa33,82.921844,0.23931299,35.06070354529516,0.09356085423543029,synthetic,train
call_8ae3fce602f3,81.25242,0.18473828,7.336287431838189,0.03694254798002664,synthetic,train
call_8c2ebe3761bb,75.578255,0.21626039,36.52604668774907,0.10079504868715354,synthetic,train
call_8c6b33721067,69.49214,0.24957152,44.69126823542141,0.16822153054908812,synthetic,train
call_8cafd2754e55,76.20471,0.15868671,17.226725527400486,0.06841279220015914,synthetic,val
call_8d3ea77f4bb4,79.883545,0.19367386,12.377648592131836,0.041394316991863134,synthetic,train
call_8d6cd93e02b8,97.21791,0.25453123,52.92498351769224,0.19430091868360533,human,train
call_8d75a71e6126,94.74051,0.1785002,19.081620543983846,0.06639222496936557,synthetic,val
call_8da8b9947630,83.17936,0.19128346,42.932510151520546,0.11244899561548956,human,val
call_8e6c9fa78a21,81.19724,0.18502787,53.458997664914804,0.13500601354708133,synthetic,train
call_8ed994ce484f,85.56797,0.18934652,10.989836699715704,0.0346021863759774,synthetic,train
call_8ee1e10130a2,88.11038,0.22408693,33.413869051880795,0.0968357910138859,synthetic,train
call_8f8e2145bc91,85.94012,0.27076876,49.48569085745843,0.1669936289798929,synthetic,train
call_9083846f078a,94.91433,0.17534156,15.604599121906329,0.03394828002975736,synthetic,train
call_91a25cd95998,62.14993,0.2037466,34.90830832720241,0.08812478835464148,synthetic,train
call_924e8a27e4de,126.70742,0.25944763,41.133307847162285,0.10702675201214526,human,train
call_925ba94f05a4,51.92709,0.18826674,46.558481790272744,0.14777929097700043,synthetic,val
call_927c1f5f2007,87.8502,0.20148607,9.639692845824095,0.036660678714093085,synthetic,train
call_9491f635b944,81.04687,0.24589048,36.88733283254246,0.0660068096300017,synthetic,train
call_94a8c8502249,100.29925,0.28469917,49.652354362574016,0.16546192661263298,human,train
call_957a8384caff,93.56594,0.22536004,33.440273373902144,0.08971500173674478,synthetic,val
call_95ccefc6e4ce,98.843376,0.22881854,34.36296106572945,0.10228498832488599,human,val
call_9741efdd34af,78.31042,0.22072698,52.51725742400133,0.16957095746727482,human,train
call_97701e543c60,61.057293,0.1684181,45.016919238650885,0.11129465949174941,synthetic,train
call_989dad5aa1af,96.37875,0.24501796,34.89512578427807,0.11956677459215473,human,train
call_9a3d5b0a64a3,93.45471,0.21113001,35.45690929289227,0.10003114309254094,human,val
call_9bb847dfc83e,83.420425,0.19388066,40.33261309059108,0.1112053968764089,human,val
call_9c2dbbd1fe2e,101.65405,0.20854187,38.95869084450644,0.07300603723668762,synthetic,train
call_9dc1a304389f,83.427124,0.15821923,10.087700710974943,0.040195094017718674,synthetic,train
call_9f11e2c5441c,146.35634,0.2784819,60.3000213184641,0.1536725027477715,human,val
call_a0fbbe7bfec4,133.97943,0.2486135,40.22565149484596,0.12954194939408706,human,train
call_a2aa58c1750b,116.31663,0.2693632,79.69448461183367,0.16681091228727055,human,train
call_a381913d938c,58.956932,0.17735822,45.00767870731629,0.112861772045869,synthetic,train
call_a3a1f51a4bf9,80.22493,0.19527352,23.892809276661815,0.06937620939551363,synthetic,val
call_a426226cf8b9,51.131065,0.16239655,20.401214321128624,0.05648285247631377,synthetic,train
call_a4683528fef4,125.363495,0.24271719,41.59221969245451,0.12304977071288599,human,train
call_a49598543013,92.22371,0.20394737,26.973407911578814,0.05494913728238633,synthetic,train
call_a6481017c744,63.16487,0.20278825,25.306347384539652,0.07391050204128878,synthetic,train
call_a71916766a4f,79.031136,0.23452112,32.9507507047421,0.07881568129511123,synthetic,train
call_a766613f8c8a,155.5095,0.2093293,38.09465990723831,0.09610171525258711,human,train
call_a7c95e99f3b6,130.59206,0.20968589,42.17720894140384,0.09837970082580744,human,val
call_a7df1d46e72b,93.23075,0.27837884,46.74120648453652,0.16048854615431069,synthetic,train
call_a7ea289a43fd,51.508514,0.2001535,25.70071742394669,0.07682571585884701,synthetic,train
call_a8ca5b456ce4,95.21101,0.2095515,44.05261454277158,0.10619233085259742,synthetic,train
call_a9d29125d786,61.219185,0.18718097,33.55046394477865,0.06850040675122994,synthetic,train
call_abf730747901,103.9778,0.24548894,52.10915491817752,0.17130519390264487,human,val
call_ac80248cae29,94.252975,0.17301315,57.94534047561511,0.1902238219796092,synthetic,train
call_acda78859d0d,105.179184,0.2503628,41.645679173359,0.08315616914789396,human,train
call_ad8e23b11d98,57.000935,0.17929335,25.051895238434938,0.061062402033813794,synthetic,train
call_adf30039caa2,58.3553,0.19264288,29.27085580056158,0.07315829828703503,synthetic,train
call_aed9b45d6c31,105.255,0.21063091,33.1258088187132,0.07030384390036579,synthetic,train
call_af9ad367dcce,105.45312,0.18876037,25.98763036572498,0.08389672896102018,synthetic,val
call_b0836ff3142a,82.339775,0.18203825,39.51258647372135,0.10869102882384207,synthetic,train
call_b167dd907a80,102.5196,0.209055,38.863261832368764,0.11184035400296619,synthetic,train
call_b2594d9c3ffd,85.51871,0.17672783,50.70749145609471,0.13723326544984513,synthetic,train
call_b382ffa5187d,94.23023,0.19872995,51.13246082141164,0.10246722575650556,human,train
call_b3f14bd5c2b6,47.894104,0.16714579,47.22126620950686,0.14182169457788038,synthetic,train
call_b41c86402714,95.17874,0.22021809,52.02559064425689,0.2035635344250224,human,train
call_b5840ec7dd5e,79.63061,0.15942845,9.035342477619496,0.0388075124734068,synthetic,train
call_b5c4803ea37c,71.27249,0.23919746,30.413900581921308,0.05662072942654353,human,train
call_b5cc1f8d8fee,132.30103,0.24259783,33.09045307850966,0.11378551942659369,human,val
call_b658b1155216,126.82577,0.2562143,43.38967540189588,0.14432494107235166,human,val
call_b712f501aeb8,57.76032,0.16815098,38.286310278142764,0.09837071566222763,synthetic,val
call_b72eccd91b8c,97.13509,0.21775873,23.724392395072467,0.05391327297159739,synthetic,train
call_b78e6c8e05d3,134.81595,0.2651671,53.871344445625304,0.15788184555219953,human,train
call_b7c3a7552903,76.18012,0.15944822,7.874984378005935,0.035539366028993796,synthetic,train
call_b956718b62ae,82.96721,0.20382033,8.354281626376233,0.03473656576404063,synthetic,train
call_b96e9305d9a2,136.73497,0.2380329,58.392734817593485,0.16864124841972156,human,train
call_bac44092a11a,91.93281,0.23870845,32.33800204548584,0.09841281184270834,human,train
call_bba20372ca37,93.44282,0.21480204,32.527433763078776,0.0913325462946304,synthetic,train
call_bc24a38d8bf2,52.52887,0.19574702,39.02407624592408,0.15029667854236634,synthetic,train
call_bc2c7c34acea,93.20989,0.19169626,22.155911995500052,0.06022142276015285,human,val
call_bc7120020303,81.02629,0.21738288,50.924800172027155,0.08889820056912148,human,train
call_bd2262567810,89.28624,0.24245852,61.28250784282666,0.11157373489579774,human,train
call_bd98a8224da0,112.52789,0.21217102,35.04391696615438,0.08514821126308753,human,val
call_bda847d77eef,105.68301,0.21824156,46.5742007436158,0.1135819958685986,human,train
call_bdfa814252df,61.600285,0.24486408,33.55545101399243,0.09846603496008591,synthetic,train
call_be72006df132,124.47548,0.2561665,42.417972545143094,0.1511794101803176,human,val
call_bf0384ed27ed,97.64458,0.21671201,43.08179478078026,0.13772752115837564,human,val
call_bf4ed1a05c84,103.57699,0.20056231,65.8209393418398,0.1861201013369827,human,train
call_c04725672945,91.52001,0.21667272,36.448022151838,0.09620720665103712,synthetic,val
call_c1cbe639d50f,114.19584,0.17314306,11.901080583255219,0.040492451650862175,synthetic,train
call_c1d95df7a179,82.90352,0.17981865,36.80541830373979,0.10422537120518299,synthetic,train
call_c21f9cf2390e,84.363976,0.18841116,27.540352839537064,0.0758834904737483,synthetic,val
call_c337629bcbbb,116.485306,0.24446627,61.94397336889184,0.15948342468472632,human,train
call_c3417b995627,89.45094,0.17965187,8.953782681578277,0.037793523569815204,synthetic,train
call_c3a3ab5fa472,87.704414,0.18898645,16.91251651013269,0.035501454145266696,synthetic,train
call_c3e9e24958f7,56.139523,0.20754334,24.215152700873617,0.06603192371116995,synthetic,train
call_c49b6face6c3,83.75397,0.20405659,29.03450836749023,0.06523596716400783,synthetic,val
call_c4fc8a865292,147.3367,0.25390196,51.93445060636863,0.19469359194693123,human,val
call_c509bc8280ae,122.80769,0.242566,48.241859723072594,0.1626249400948464,human,train
call_c5b04c36bb62,50.86471,0.21025825,43.57700667218123,0.10579047448460942,synthetic,train
call_c647ee088162,124.00569,0.26772612,41.042182576327356,0.12336847291347354,human,train
call_c67ce09b3316,128.97987,0.24665353,47.59322072681111,0.08736182734492864,synthetic,train
call_c6daaae3eb0f,128.4988,0.2750931,51.58487769536297,0.14651597080713066,human,train
call_c6e878157063,100.434296,0.21817984,53.323115626917925,0.10117085358780278,human,train
call_c87e905eb0d7,66.150024,0.19154038,46.923370923620546,0.13642647318475623,synthetic,train
call_ca184bb77a63,153.02306,0.2525062,47.27867359875628,0.15196585671808252,human,val
call_ca5206a4f854,101.3737,0.27527213,46.83595213576034,0.19043051775529715,synthetic,train
call_cbad95f3aabc,72.29441,0.1701555,38.17524806192849,0.09974465542171031,synthetic,train
call_cbb902adb22a,136.30087,0.25818005,61.96210115598961,0.19794832449337602,human,train
call_ce3072c8e106,53.344,0.17029509,5.271145032938747,0.03114278147984059,synthetic,train
call_ce6146a1c53e,62.267445,0.19415371,31.20715485897305,0.08701366406622643,synthetic,train
call_cea74e96e420,47.535736,0.16642624,47.70316797805394,0.14686366743970639,synthetic,train
call_cf313f91b995,88.65832,0.2692053,62.7163412497092,0.1623087801900765,human,val
call_d0442c9e97b7,49.608807,0.19176246,39.39820997673255,0.12032061793526423,synthetic,train
call_d13864e1e455,68.79952,0.15893699,8.208362319485333,0.035234947337120306,synthetic,train
call_d13e6463c6fb,107.60096,0.2315019,46.115207249726936,0.09388504484806634,human,train
call_d147a02786d2,72.825935,0.24802956,41.96654521603842,0.16986025569494778,synthetic,train
call_d17b2416d506,99.53652,0.20124032,57.11133055223983,0.18358612136261324,synthetic,train
call_d38f7d5159e7,127.38609,0.24344648,44.18328170115306,0.140204549938661,human,train
call_d3e854cbb77d,139.7404,0.25338146,59.72460521821716,0.22102927392107202,human,train
call_d437831f4543,101.299324,0.18775538,50.62623134807842,0.15769757465374531,synthetic,train
call_d4518fcb700a,93.517944,0.18931744,27.107509215589,0.08258041551675879,synthetic,val
call_d557fa43925b,138.46269,0.27459738,49.067516304934664,0.17237741891926928,human,train
call_d5d00276dd35,130.97989,0.21752809,67.09290133365394,0.19227951697950546,human,train
call_d60330be1b1f,111.00509,0.26231036,44.74733496314453,0.14126572778230406,human,val
call_d72a7cb67eb0,109.32713,0.2467893,58.77201861398811,0.1182955233786378,human,train
call_d80d9f6f7884,91.132935,0.23317926,37.66896264627434,0.118777875444571,human,train
call_d88d3c23953c,77.9336,0.18596585,20.144458203461745,0.06871216939326048,synthetic,val
call_d88d8e15e430,70.63986,0.21072696,30.645234177390186,0.08005350129451988,synthetic,train
call_d89caa393417,77.74254,0.21418515,33.88476505609887,0.09464011598453753,synthetic,train
call_d9b9c625f406,100.245995,0.24137455,32.686286557552386,0.09857213669779168,synthetic,train
call_db5326bcb672,83.01577,0.22484621,43.52566479919774,0.14417930932421433,human,train
call_dc1a55102190,122.26825,0.27549744,57.54579312238044,0.13613448926223515,human,val
call_dcdbcc7d70e4,99.79812,0.21138798,24.311462284262365,0.050407805552170185,synthetic,train
call_ddeabfdb99d4,144.21571,0.25837383,48.768626363148876,0.16864868418468318,human,train
call_ddf2da1910f1,161.3014,0.19862555,33.1716317599093,0.0719249642950888,human,train
call_df3e278ab7fe,84.85701,0.18074952,46.6033691116789,0.1300432791009108,synthetic,train
call_df75973c8794,112.584946,0.19516334,39.216944976709215,0.07759068376664686,synthetic,train
call_e0a8703be347,81.52844,0.22098109,28.781988382914292,0.08221660900548873,synthetic,train
call_e0c1f661d9ca,90.29132,0.23003176,46.26703767121233,0.1661424731623622,human,train
call_e106a61086bb,67.41755,0.21438462,24.536706967924935,0.06724829565424148,synthetic,train
call_e118b75d4937,144.20222,0.26366207,45.14780154237224,0.13782694226784098,human,train
call_e2200941723b,69.2489,0.1615347,36.9468984351548,0.08959143359548391,synthetic,train
call_e2d538297f0c,91.68004,0.22540635,37.621769218604456,0.10687356608183898,human,val
call_e3064936e37a,65.69376,0.16030066,16.5820425315558,0.03976905595770799,synthetic,train
call_e3084824935d,85.02874,0.23683746,34.88053649955262,0.09999533116139254,synthetic,train
call_e31bf946a8fa,99.89344,0.23277901,37.57870351355067,0.08122442077780555,human,train
call_e329faf2b6a1,94.20449,0.21846616,38.52853331249257,0.11223523661992443,synthetic,val
