anon_id,numero_turnos_caller,duracion_promedio_caller,pausa_promedio_caller,desviacion_estandar_latencia,interrupciones_agente,duracion_total_interrupciones,duracion_promedio_interrupcion,label,split,tasa_interrupciones,duracion_interrupciones_por_turno,ratio_habla_pausa
call_0ab7d2a0c0f5,25,2.6099999999999994,2.602500000000001,3.0205761759609056,28,19.980000000000004,0.7135714285714287,human,train,1.1199995520001793,0.799199680320128,1.0028779908626666
call_0cf2f4a71328,11,5.378181818181819,8.784,1.7936433211863398,11,5.460000000000001,0.49636363636363645,synthetic,val,0.9999990909099173,0.49636318512437727,0.6122695463896123
call_0e101713ee94,13,6.173076923076921,7.7575,3.1059168100207115,5,4.649999999999999,0.9299999999999997,synthetic,train,0.38461508875762407,0.35769203254459025,0.7957549423818882
call_0e1e2f29bfdc,23,2.0413043478260895,3.552272727272724,1.3284663552920157,23,13.320000000000034,0.5791304347826102,human,val,0.9999995652175804,0.5791301829868785,0.5746457994894193
call_10aa0d1d33f0,56,0.8410714285714274,1.5796363636363646,2.028061084140784,49,19.769999999999964,0.4034693877551013,human,val,0.8749998437500278,0.35303565124363306,0.5324428605876513
call_10ceaf16fbbf,8,4.994999999999999,11.254285714285716,0.39896294135098526,1,0.45000000000000284,0.45000000000000284,synthetic,train,0.12499984375019532,0.05624992968758825,0.4438305271879041
call_11d3230256a1,50,0.9059999999999997,1.5569387755102044,3.1765414251244897,30,12.209999999999967,0.4069999999999989,human,train,0.5999998800000239,0.2441999511600091,0.5819073910784945
call_120d6007bcc1,16,3.5737500000000004,4.294,4.915296150792951,6,4.380000000000027,0.7300000000000045,synthetic,val,0.3749997656251465,0.2737498289063586,0.8322640142896736
call_1612f093f8b5,77,1.1828571428571426,0.5214473684210529,2.3139553286867685,72,46.91999999999998,0.6516666666666664,human,train,0.9350648136279462,0.6093505702142114,2.268367875285329
call_16581bcbc272,33,1.3745454545454545,1.7690625000000002,2.2419520584209796,22,10.22999999999998,0.46499999999999914,human,train,0.6666664646465258,0.30999990606063393,0.7769865025573878
call_1761edbd6952,78,1.2407692307692304,0.8614285714285718,4.288789947121019,68,42.29999999999997,0.6220588235294113,human,train,0.8717947600263127,0.5423076227810736,1.4403455706790484
call_181a5049ecae,11,3.2181818181818187,9.576,0.8679097146174091,7,3.510000000000012,0.5014285714285732,synthetic,val,0.6363630578517656,0.3190906190085293,0.3360670903833453
call_185e958a253b,62,0.8922580645161292,1.2260655737704917,3.027997877730594,42,19.260000000000037,0.45857142857142946,human,val,0.677419245577541,0.31064511118627297,0.7277349647968359
call_186e9d6ee732,51,2.146470588235294,0.11640000000000005,2.6930257146934196,81,62.249999999999986,0.7685185185185184,synthetic,train,1.588234982699023,1.2205879959631376,18.438884874454885
call_189410107163,102,1.1850000000000005,0.7006930693069301,7.040317779202094,77,41.94000000000009,0.5446753246753259,synthetic,train,0.7549018867743248,0.41117643027682144,1.6911585690242397
call_18bd3c505fd5,13,3.0323076923076924,7.614999999999999,1.504351380802728,5,3.390000000000015,0.6780000000000029,synthetic,train,0.38461508875762407,0.2607690301776702,0.3982014064732276
call_198ef413fe4a,22,2.2800000000000002,3.4642857142857144,2.177078317378592,17,10.19999999999998,0.5999999999999988,human,val,0.772726921487763,0.46363615289265686,0.6581424301043255
call_1a2f3635b411,9,4.130000000000002,11.302499999999998,0.9495656901973675,0,0.0,0.0,synthetic,train,0.0,0.0,0.3654055603578322
call_1ad99899456c,16,4.689374999999997,4.778000000000003,1.1632223562156996,27,13.620000000000003,0.5044444444444446,synthetic,train,1.6874989453131592,0.8512494679690827,0.9814493900180189
call_1ba56b3cce45,10,5.837999999999998,10.426666666666668,0.7959208503362633,2,0.9000000000000057,0.45000000000000284,synthetic,train,0.1999998000002,0.08999991000009057,0.5599099489354707
call_1bf0aa4d4324,20,2.422500000000001,5.242105263157893,2.48408809912421,8,2.5200000000000244,0.31500000000000306,human,train,0.3999998000001,0.12599993700003273,0.4621226124167036
call_1c1c0cce9fb5,88,1.1106818181818177,0.5362068965517247,2.135879603963327,86,52.19999999999998,0.6069767441860463,human,val,0.9772726162190208,0.5931817507748008,2.071329391752352
call_1cc930924760,62,1.2391935483870962,0.5709836065573777,2.2591979227675667,75,56.099999999999966,0.7479999999999996,synthetic,train,1.2096772242456089,0.9048385637357149,2.1702406719725205
call_1ee2936b46a7,10,3.368999999999997,6.923333333333336,0.3285726708051084,4,3.6899999999999906,0.9224999999999977,synthetic,train,0.3999996000004,0.3689996310003681,0.4866146076823186
call_224586045e67,34,2.0629411764705874,1.9890909090909095,4.032559695842676,25,14.639999999999961,0.5855999999999985,human,train,0.7352939013841466,0.4305881086505551,1.0371224340817509
call_22d0f235a47e,97,0.9432989690721643,1.1759375000000007,3.4225852785287616,78,39.35999999999985,0.5046153846153827,human,train,0.804123628440863,0.40577315404400316,0.8021607844501252
call_22eacbc23d18,40,1.7970000000000002,2.246153846153846,3.334545262140426,29,18.060000000000013,0.6227586206896556,human,train,0.7249998187500453,0.45149988712502853,0.8000306847948965
call_23991b635849,51,1.3747058823529414,2.6166,2.8810131508742196,38,16.019999999999992,0.42157894736842083,human,train,0.7450978931180601,0.3141175854671399,0.5253766829420286
call_24e1989c4d6d,95,1.1207368421052641,0.48223404255319036,6.228164145446101,61,45.510000000000026,0.7460655737704922,synthetic,train,0.6421051955678742,0.47905258115236016,2.3240034986676887
call_253156878935,11,2.3481818181818213,7.634999999999996,1.260097398832907,6,3.6000000000000085,0.6000000000000014,synthetic,train,0.5454540495872277,0.3272724297523374,0.3075545176996261
call_26be2ced1f65,11,4.647272727272732,12.149999999999997,1.0569277949019782,3,2.069999999999993,0.6899999999999977,synthetic,train,0.2727270247936138,0.18818164710759291,0.38249126768395525
call_2741c273bfcc,26,2.603076923076924,4.367999999999999,1.9931746999737372,45,18.36,0.408,synthetic,train,1.7307685650890134,0.7061535745563174,0.5959411546852971
call_290aacdf95ca,10,2.348999999999999,10.520000000000001,1.7827506836347036,1,0.5399999999999991,0.5399999999999991,synthetic,train,0.0999999000001,0.053999946000053915,0.2232887611323562
call_29a23dea3118,105,1.3551428571428579,0.18576923076923002,2.665746122541149,103,71.73000000000016,0.6964077669902928,synthetic,train,0.9809522875283535,0.6831427920816403,7.294372204749733
call_29e423c5b8aa,72,1.2900000000000005,0.9261971830985912,1.8519181762910097,79,43.46999999999996,0.5502531645569616,human,train,1.097222069830268,0.6037499161458444,1.3927769332174191
call_29f2b21b3d8a,9,5.780000000000001,9.69375,6.06755304879982,2,1.3800000000000026,0.6900000000000013,synthetic,train,0.22222197530891633,0.15333316296315255,0.5962598620143269
call_29fddbedd6a4,26,3.2434615384615353,3.8196000000000043,3.995969969857131,27,17.51999999999992,0.648888888888886,human,train,1.038461139053408,0.6738458946746528,0.8491603955538737
call_2a34be1bd407,82,0.9819512195121946,0.9796296296296303,2.638983981705118,66,35.00999999999997,0.530454545454545,human,train,0.8048779506246402,0.4269511674449792,1.0023596328819795
call_2cd6a0b37e59,6,3.305000000000001,17.796,0.26994443872767604,2,1.6500000000000012,0.8250000000000006,synthetic,train,0.33333277777870374,0.2749995416674308,0.18571578685334528
call_2d2c74bdeb7b,121,0.9709090909090902,0.25950000000000073,4.07074949596336,114,60.41999999999988,0.5299999999999989,human,train,0.942148682467051,0.49933880170753603,3.7413166772343547
call_2d4374d86df7,101,1.152772277227722,0.5361000000000008,5.996822964887909,102,62.31000000000003,0.6108823529411768,synthetic,val,1.0099008901088227,0.6169306319870664,2.1502532637475897
call_30c4f6565eec,10,4.059000000000003,7.586666666666663,1.631505439770275,3,2.729999999999997,0.9099999999999989,synthetic,train,0.2999997000003,0.2729997270002727,0.5350168694856735
call_312805f2b67f,16,1.9124999999999992,6.0440000000000005,2.8202280492896317,4,1.8900000000000041,0.47250000000000103,synthetic,train,0.24999984375009765,0.1181249261719214,0.31642899333389574
call_3332ecee2806,75,1.1308000000000007,0.7354054054054044,2.813672146088461,74,41.76000000000005,0.564324324324325,human,train,0.9866665351111286,0.5567999257600105,1.53763436513359
call_349b9fddaff0,24,3.0687499999999996,3.138260869565218,2.5356789207099566,26,23.519999999999985,0.904615384615384,human,train,1.0833328819446326,0.9799995916668363,0.9778473967179099
call_34f4c668dbe8,113,1.2074336283185843,0.7703571428571426,2.7003045146324647,109,69.54000000000002,0.6379816513761469,human,train,0.9646016845485235,0.6153981756284802,1.5673482955678077
call_35966c559fcc,41,1.303170731707318,1.145999999999999,4.828955176553826,35,21.93000000000004,0.6265714285714297,human,train,0.8536583283760174,0.5348779183224599,1.1371373126825413
call_36640e327eaf,43,1.8432558139534891,1.8714285714285706,2.2960857466779325,43,32.85000000000006,0.7639534883720944,human,train,0.9999997674419144,0.7639533107085337,0.9849405917429777
call_36d72e4b1aef,12,3.4875000000000003,8.138181818181819,1.8336401947046095,2,1.3200000000000003,0.6600000000000001,synthetic,val,0.16666652777789354,0.10999990833340975,0.428534996214817
call_373750027ccd,13,3.95769230769231,7.337499999999999,1.1047484920873316,5,3.629999999999992,0.7259999999999984,synthetic,train,0.38461508875762407,0.2792305544380344,0.539378114332016
call_374f870c8124,75,1.0323999999999998,0.4617567567567571,3.1942728140863004,83,40.58999999999993,0.48903614457831246,synthetic,train,1.1066665191111307,0.5411999278400087,2.235760770764693
call_37e63dcc8185,10,4.512000000000002,6.646666666666665,1.210888103831231,7,5.7600000000000335,0.8228571428571476,synthetic,train,0.6999993000007,0.5759994240005794,0.6788354882114025
call_387c5493a07f,9,4.836666666666667,13.653749999999999,1.3220816918783787,1,1.0799999999999983,1.0799999999999983,synthetic,train,0.11111098765445816,0.11999986666681463,0.35423697696946976
call_39880aff21ed,148,0.9012162162162174,0.3712244897959174,4.838551439050949,138,55.800000000000175,0.4043478260869578,synthetic,train,0.9324323694302453,0.3770270015522308,2.4276198494155334
call_3adbf4ac0f30,41,2.008536585365853,1.9020000000000006,4.19144782599626,24,11.519999999999975,0.4799999999999989,human,train,0.585365710886412,0.28097554122547713,1.0560073739706166
call_3b1bf9fab29d,15,3.5700000000000007,4.755,1.2095308326639875,15,16.980000000000015,1.132000000000001,human,train,0.9999993333337778,1.1319992453338374,0.7507870645908212
call_3b9afdd4a2df,70,1.1794285714285715,1.0556521739130436,1.8746140267694076,67,43.68000000000003,0.6519402985074632,human,val,0.9571427204081827,0.623999910857156,1.117240534494819
call_3ca96b2dd5c4,97,1.3199999999999996,0.8450000000000003,3.988749655692805,97,62.93999999999997,0.648865979381443,human,train,0.9999998969072271,0.6488659124880499,1.5621116909859045
call_3cd08cbaf55c,14,3.2035714285714287,6.489230769230771,3.429328659511225,4,3.0299999999999923,0.7574999999999981,synthetic,train,0.2857140816327988,0.21642841683684458,0.49367430528412615
call_3d69be34ef44,32,2.251874999999999,2.1096774193548393,3.861471754772164,32,21.389999999999958,0.6684374999999987,human,train,0.9999996875000976,0.6684372911133452,1.0673974634065182
call_3f3ac4984431,26,3.076153846153846,3.6060000000000008,4.995739723465923,17,7.379999999999998,0.43411764705882344,human,train,0.6538459023669606,0.2838460446745981,0.8530630381373998
call_415d987a1504,16,1.4943749999999993,4.386,1.552211325818752,2,0.45000000000000284,0.22500000000000142,synthetic,train,0.12499992187504883,0.028124982421886165,0.340713997460106
call_41fc5fd779c9,8,1.8900000000000006,5.082857142857143,0.34355286555139003,5,3.509999999999991,0.7019999999999982,synthetic,train,0.6249992187509766,0.43874945156318446,0.371837379746583
call_450b4e13468b,11,4.516363636363638,8.036999999999997,1.02854707763383,7,4.79999999999999,0.6857142857142843,synthetic,train,0.6363630578517656,0.43636323966978124,0.5619457530056128
call_4789ebd9b148,80,1.500749999999999,0.15189873417721608,3.1879424430889447,85,57.96000000000002,0.6818823529411767,synthetic,train,1.0624998671875165,0.7244999094375115,9.87928711359829
call_47bef2f628eb,84,1.0703571428571421,0.6686746987951814,2.6188480822258047,85,40.1099999999999,0.4718823529411753,human,val,1.0119046414399235,0.47749994315476746,1.60069034746224
call_486215b37ca1,80,1.1505000000000005,0.5999999999999995,2.892644077697731,66,44.31000000000002,0.6713636363636366,human,train,0.8249998968750129,0.5538749307656339,1.9174680421992991
call_488e7b893457,28,2.5553571428571447,3.0211111111111086,2.679873877629319,28,20.01000000000004,0.7146428571428586,human,train,0.9999996428572704,0.7146426019133579,0.8458307525173444
call_4ac92327c83b,31,2.2858064516129026,2.664000000000001,3.3797144849824217,34,16.85999999999995,0.495882352941175,human,train,1.0967738397503743,0.5438707922997428,0.8580322339679287
call_4affad158a4c,80,1.9117500000000003,0.12037974683544252,3.3987695809027874,96,77.94000000000003,0.8118750000000002,synthetic,val,1.1999998500000186,0.9742498782187655,15.879674559106098
call_4b1bec58d02d,126,1.1061904761904766,0.5534399999999994,3.229394117393204,157,78.93000000000005,0.502738853503185,synthetic,train,1.2460316471403454,0.6264285217120225,1.9987179983566319
call_4baef170cf46,38,1.7826315789473675,2.222432432432433,2.4363655364142356,29,20.699999999999992,0.7137931034482756,human,train,0.76315769390587,0.5447366987535001,0.8021047262836417
call_4c278007298d,21,2.9357142857142855,3.433500000000001,2.7969336593378196,15,11.58000000000002,0.7720000000000014,human,train,0.7142853741498219,0.5514283088436635,0.8550184172215268
call_4c8c40f7c2fd,47,1.697234042553191,1.495434782608696,2.2647697053302833,35,28.589999999999996,0.8168571428571427,human,train,0.7446806926211291,0.6082977429153738,1.1349359483487502
call_4cd5b14fbe3c,14,3.394285714285714,6.392307692307692,2.49579525523308,10,7.079999999999988,0.7079999999999987,synthetic,train,0.7142852040819971,0.505713924490053,0.5309945277548217
call_4d8129939686,10,3.0930000000000013,9.249999999999998,1.3536764753810289,5,2.309999999999995,0.461999999999999,synthetic,train,0.49999950000050003,0.23099976900023053,0.3343780168886306
call_4e60206f7e8a,26,1.8415384615384613,1.7316000000000003,2.4979241381595223,17,9.30000000000001,0.5470588235294124,human,train,0.6538459023669606,0.3576921701183965,1.0634833834053055
call_4e9cec0da4ea,11,3.493636363636364,8.643,1.224653568825227,3,2.1000000000000014,0.7000000000000005,synthetic,train,0.2727270247936138,0.1909089173555298,0.4042152402503716
call_4f0dad5104b3,62,1.3993548387096764,1.043114754098362,3.1027855078390996,64,37.0199999999999,0.5784374999999984,human,train,1.0322578980229196,0.5970966778876309,1.341502857842949
call_51851f91f064,51,1.1294117647058823,1.4604000000000001,2.230535364033505,44,16.860000000000003,0.38318181818181823,human,train,0.8627449288735433,0.3305881704729078,0.7733525275134258
call_5273f6be303c,48,1.2118750000000016,2.2289361702127644,3.4182314903673703,32,14.550000000000033,0.454687500000001,human,train,0.6666665277778067,0.3031249368489721,0.5436986393818214
call_52ba7c3bd761,86,1.5331395348837198,0.1312941176470599,3.7409759753102576,84,64.22999999999995,0.7646428571428565,synthetic,train,0.9767440724716194,0.7468603782720484,11.676248714489946
call_52bfee0220ab,24,2.3437499999999996,4.150434782608696,2.469905824643662,19,8.78999999999996,0.46263157894736634,synthetic,train,0.791666336805693,0.3662498473958953,0.5646985137161307
call_54a09817b7e2,11,2.5472727272727282,8.537999999999998,0.439904948410863,3,2.759999999999998,0.9199999999999994,synthetic,train,0.2727270247936138,0.25090886281012453,0.2983450156737611
call_565b6523733e,40,1.2675000000000005,1.8569230769230767,3.4177219133398022,33,14.549999999999978,0.44090909090909025,human,train,0.8249997937500515,0.36374990906252214,0.6825771029402082
call_568b5e814bc3,44,1.5681818181818192,1.779767441860464,3.0481762411665994,31,16.590000000000057,0.5351612903225825,human,train,0.7045452944215239,0.3770453688533265,0.881111189128537
call_569ffb0869eb,48,1.714375000000001,1.0480851063829777,4.942696824244051,52,37.77000000000004,0.7263461538461546,human,val,1.0833331076389359,0.7868748360677432,1.6357055667556588
call_56f58de34ea0,81,1.79888888888889,0.14062499999999895,3.3055058571297358,78,77.94000000000007,0.9992307692307701,synthetic,train,0.9629628440786612,0.9622221034293708,12.791189169757908
call_578504f9f39e,8,5.002499999999999,13.795714285714286,0.927820025651524,1,0.7800000000000011,0.7800000000000011,synthetic,train,0.12499984375019532,0.09749987812515248,0.36261234976841156
call_57f113803718,47,1.982553191489363,1.7263043478260853,3.001932493520163,49,47.04,0.96,human,train,1.0425529696695808,1.0008508508827976,1.1484311614428475
call_5823cd70919d,10,3.4439999999999977,10.86666666666667,0.9794692440296427,6,2.369999999999976,0.394999999999996,synthetic,train,0.5999994000006,0.23699976300023462,0.3169322236820024
call_58a0f7394bc3,12,4.12,8.031818181818181,1.3274377232438856,3,1.8300000000000018,0.6100000000000007,synthetic,train,0.24999979166684028,0.15249987291677272,0.5129591802432392
call_58ed2170e352,30,1.4960000000000002,2.9379310344827587,1.2228377921907096,23,10.590000000000012,0.4604347826086962,human,val,0.7666664111111963,0.352999882333373,0.5092001447412914
call_5a6307557d57,36,1.9908333333333321,1.9945714285714295,3.375732006178824,32,19.829999999999984,0.6196874999999995,human,train,0.8888886419753772,0.5508331803241161,0.9981208612572002
call_5a7a7e3c9588,105,1.154571428571428,0.20451923076923145,3.5414624014090657,102,55.22999999999989,0.541470588235293,synthetic,train,0.9714284789115734,0.5259999499047656,5.645019170262859
call_5c9d19646f57,31,1.2251612903225806,0.777,1.0201242317854542,33,18.780000000000012,0.5690909090909094,human,train,1.064515785640069,0.6058062561915306,1.5767638644580901
call_5d86f0ca06aa,63,1.895714285714286,0.11854838709677414,2.794449080529115,69,63.95999999999996,0.9269565217391298,synthetic,train,1.0952379213908061,1.0152379340892161,15.989710488950019
call_5e4539a471f6,57,1.1378947368421048,0.48482142857142907,2.4384997062969007,66,46.229999999999954,0.7004545454545448,synthetic,val,1.1578945337027133,0.8110524892890362,2.3469904585083254
call_5f7a4b3e8ca9,47,1.2644680851063836,1.1171739130434775,2.7443849394084956,41,26.97000000000003,0.6578048780487813,human,train,0.8723402399276085,0.573829665142625,1.1318352066685857
call_6058d9c5c82f,13,2.67,6.912499999999999,0.4650558279141582,3,3.1799999999999997,1.0599999999999998,synthetic,val,0.23076905325457442,0.24461519644984886,0.38625622241414487
call_60ffdefc5f5a,40,1.0327500000000003,4.004615384615385,1.9448405866649117,19,7.8599999999999985,0.4136842105263157,human,train,0.4749998812500297,0.19649995087501224,0.25788929071056876
call_624a4731ab56,31,2.799677419354841,2.8619999999999974,4.987466808038959,22,14.970000000000027,0.6804545454545466,human,train,0.7096771904267127,0.48290307003126864,0.9782206978154666
call_63a156c6b8d9,72,0.7445833333333333,0.9523943661971832,2.416485933249676,55,20.99999999999999,0.3818181818181816,human,train,0.7638887827932246,0.2916666261574129,0.7817932799976022
call_64637c20ee66,72,1.1474999999999997,0.8953521126760565,3.8353339042307186,73,40.14,0.5498630136986301,human,val,1.0138887480710073,0.5574999225694551,1.2816043740898908
call_65a7cdefc22d,52,1.4255769230769235,1.1047058823529408,2.2384202412573444,47,36.539999999999985,0.777446808510638,human,train,0.9038459800296191,0.7026921725591972,1.2904466622137982
call_6756c4a91509,15,3.124000000000002,8.946428571428571,1.523763198700599,6,2.700000000000008,0.45000000000000134,synthetic,train,0.39999973333351113,0.17999988000008055,0.3491892304471678
call_678ee1dd2242,52,1.907884615384612,1.2717647058823562,5.029281459612298,44,35.18999999999986,0.7997727272727242,human,val,0.8461536834319839,0.676730639090259,1.500174996844998
call_68544c09a58b,7,2.0271428571428594,15.834999999999996,1.2247273749113021,1,0.9300000000000068,0.9300000000000068,synthetic,train,0.14285693877580175,0.1328569530614966,0.12801651891238844
call_6971b2685c1d,32,2.05875,0.9541935483870969,4.581434343648427,30,31.76999999999998,1.0589999999999993,human,val,0.9374997070313414,0.9928121897461899,2.1575585245725954
call_6afd8cabf618,78,1.7869230769230764,0.1332467532467538,4.625215418677592,77,68.18999999999996,0.885584415584415,synthetic,train,0.9871793606180307,0.8742306571499151,13.409624903694
call_6b0cc9c966a1,22,3.1772727272727277,3.904285714285714,0.8754606950465738,24,19.91999999999995,0.8299999999999979,human,train,1.0909085950415478,0.9054541338844823,0.8137889544706287
call_6b31fbd81fc3,104,1.0978846153846145,0.4310679611650493,3.2196387762818843,113,71.76000000000002,0.6350442477876108,synthetic,train,1.0865383570636196,0.6899999336538527,2.5468354086518956
call_6b6499e4474f,9,4.553333333333335,10.537499999999998,2.329710282417111,2,1.0799999999999983,0.5399999999999991,synthetic,train,0.22222197530891633,0.11999986666681463,0.43210714232616015
call_6c8d4490f8d7,9,5.183333333333328,9.127500000000005,1.7569931701631616,3,3.6299999999999955,1.2099999999999984,synthetic,val,0.3333329629633745,0.40333288518568267,0.5678803236954356
call_6d88a2e95795,81,1.0814814814814804,0.8190000000000011,2.458487982052126,81,44.63999999999999,0.551111111111111,human,train,0.9999998765432251,0.5511110430727106,1.3204740863743776
call_6dfa70c50ea5,69,1.2104347826086967,0.6427941176470577,3.2161921519153607,75,44.310000000000045,0.5908000000000005,synthetic,train,1.0869563642092226,0.6421738199748093,1.8830538719002203
call_6e83cb807322,54,1.326111111111111,1.7298113207547174,4.258125602546127,40,15.060000000000027,0.37650000000000067,human,train,0.7407406035665548,0.2788888372428084,0.7666173929065295
call_70101b573bb2,27,2.0111111111111093,2.5800000000000023,2.5151301133697808,15,7.050000000000015,0.470000000000001,synthetic,train,0.5555553497943149,0.26111101440332857,0.7794974093554318
call_70de89818ee5,116,1.2522413793103442,0.19460869565217434,2.9487483738829035,125,74.22000000000004,0.5937600000000003,synthetic,train,1.077586114001197,0.6398275310493511,6.434332401180871
call_716d56beca2a,37,2.6497297297297284,3.1250000000000013,2.427648332969878,46,35.910000000000004,0.7806521739130435,human,train,1.2432429072316467,0.9705402782323572,0.847910800198952
call_71fec5a6b017,12,2.2949999999999995,5.127272727272727,1.3162964573515972,6,3.5400000000000134,0.5900000000000022,synthetic,train,0.49999958333368055,0.29499975416687263,0.4476055099892535
call_743448b8a861,15,2.0559999999999996,4.142142857142858,0.9637071280069637,13,12.299999999999997,0.9461538461538459,synthetic,val,0.8666660888892741,0.8199994533336976,0.49636024331032813
call_74b20933dd43,70,1.2064285714285716,0.914347826086956,2.410941381502153,63,34.829999999999956,0.5528571428571422,human,val,0.8999998714285897,0.4975713574898054,1.3194271837662814
call_750153d8eb40,54,1.5072222222222214,1.0624528301886804,4.107779187695234,47,39.15,0.8329787234042553,human,train,0.870370209190702,0.7249998657407656,1.4186117192961536
call_7519d635bbbb,13,2.538461538461539,6.822500000000001,0.4033084332216377,4,2.3099999999999987,0.5774999999999997,synthetic,train,0.30769207100609924,0.17769217100602222,0.3720715013186553
call_7601ac7d4fbf,7,7.731428571428571,8.464999999999998,0.6135261084210567,7,1.9799999999999933,0.2828571428571419,synthetic,train,0.9999985714306123,0.2828567387760865,0.9133395673990431
call_76856257e3ef,13,1.8692307692307695,2.1824999999999997,1.246655525796921,23,12.989999999999998,0.5647826086956521,synthetic,train,1.7692294082850706,0.9992300005923072,0.8564592002926766
call_7744ab92baa3,53,1.7875471698113217,1.5588461538461529,2.100778136377218,60,40.44000000000005,0.6740000000000008,human,train,1.1320752580990079,0.7630187239587322,1.1467043738454772
call_794031bf2233,95,1.166526315789474,0.4519148936170209,3.672771185521123,112,65.85000000000002,0.5879464285714288,synthetic,train,1.1789472443213427,0.6931578217728611,2.581239343672966
call_7a250598cb8b,94,1.3997872340425528,0.20838709677419406,3.3832603106575068,91,62.63999999999999,0.6883516483516483,synthetic,train,0.9680850033952124,0.6663829078316055,6.716922911643408
call_7a345e2b0f37,77,1.535064935064935,0.14210526315789473,3.7165591047294484,76,61.769999999999946,0.8127631578947362,synthetic,train,0.9870128588294989,0.8022076880249749,10.801548693326678
call_7ae75e4aa32f,27,2.646666666666667,6.094615384615385,1.7335290816490705,19,8.999999999999973,0.4736842105263144,synthetic,train,0.7037034430727989,0.33333320987658793,0.4342624032885806
call_7b14e69a57bd,49,1.1963265306122441,0.38750000000000084,1.6972388061841481,58,40.08000000000002,0.691034482758621,synthetic,train,1.18367322782179,0.8179590167430582,3.087214602493462
call_7b1e73c133f8,10,2.613,7.109999999999999,1.5907513947817216,4,2.7300000000000075,0.6825000000000019,synthetic,val,0.3999996000004,0.27299972700027375,0.36751003163146045
call_7d4f3b80384e,8,4.743749999999999,11.815714285714284,0.40501984078384595,1,0.14999999999999858,0.14999999999999858,synthetic,train,0.12499984375019532,0.01874997656252912,0.40147771607495913
