anon_id,numero_turnos_caller,duracion_promedio_caller,pausa_promedio_caller,desviacion_estandar_latencia,interrupciones_agente,duracion_total_interrupciones,duracion_promedio_interrupcion,label,split
call_1a2f3635b411,9,3.8400000000000003,11.592500000000001,0.9230805911608038,0,0.0,0.0,synthetic,train
call_1ad99899456c,15,4.681333333333334,5.442857142857143,3.761779214300439,4,2.7200000000000273,0.6800000000000068,synthetic,train
call_1ba56b3cce45,8,6.907500000000003,13.814285714285713,0.42674013504373465,1,0.14000000000000057,0.14000000000000057,synthetic,train
call_1bf0aa4d4324,12,3.4116666666666653,9.710909090909091,4.659859212335484,0,0.0,0.0,human,train
call_1c1c0cce9fb5,26,1.2353846153846175,4.347999999999998,2.5550846039482393,15,7.0800000000000205,0.47200000000000136,human,val
call_1cc930924760,25,1.320800000000001,3.0933333333333324,13.238741279542655,7,3.8599999999999914,0.5514285714285702,synthetic,train
call_1ee2936b46a7,10,3.094000000000001,7.202222222222222,4.828011322825716,4,2.8600000000000065,0.7150000000000016,synthetic,train
call_224586045e67,19,2.402105263157896,4.922222222222221,4.48757035814462,7,3.0800000000000196,0.4400000000000028,human,train
call_22d0f235a47e,18,1.935555555555555,8.598823529411765,3.5797149994272157,6,2.239999999999998,0.373333333333333,human,train
call_22eacbc23d18,18,2.1155555555555563,7.130588235294118,2.1172416916715897,6,3.200000000000008,0.5333333333333347,human,train
call_23991b635849,16,3.2587499999999974,8.822666666666668,2.178572927399952,6,3.6799999999999855,0.613333333333331,human,train
call_24e1989c4d6d,35,1.0057142857142853,3.400000000000001,5.994190857289534,16,6.799999999999997,0.4249999999999998,synthetic,train
call_253156878935,11,2.0727272727272745,7.907999999999999,1.2403342657965593,4,2.3799999999999955,0.5949999999999989,synthetic,train
call_26be2ced1f65,10,4.716000000000001,13.908888888888887,0.7850152157053305,2,1.240000000000009,0.6200000000000045,synthetic,train
call_2741c273bfcc,24,2.5266666666666637,5.0408695652173945,7.1296823922593315,3,1.6399999999999757,0.5466666666666585,synthetic,train
call_290aacdf95ca,11,1.8418181818181816,9.764,1.7858636820622933,1,0.40000000000000213,0.40000000000000213,synthetic,train
call_29a23dea3118,15,2.598666666666669,8.059999999999999,0.9342335794395211,1,0.2599999999999909,0.2599999999999909,synthetic,train
call_29e423c5b8aa,35,1.2554285714285693,3.2894117647058843,3.309810728549827,24,10.859999999999946,0.45249999999999774,human,train
call_29f2b21b3d8a,9,5.473333333333334,9.99,6.0478508579494585,2,0.9000000000000057,0.45000000000000284,synthetic,train
call_29fddbedd6a4,18,2.494444444444446,7.337647058823528,2.507046539843483,4,2.0,0.5,human,train
call_2a34be1bd407,20,1.6210000000000004,6.349473684210525,1.8528029974523534,6,1.8799999999999946,0.3133333333333324,human,train
call_2cd6a0b37e59,6,3.0133333333333323,18.088,0.2637170200549565,2,1.0799999999999956,0.5399999999999978,synthetic,train
call_2d2c74bdeb7b,11,3.467272727272729,7.267999999999998,3.4578816426456034,2,1.4199999999999946,0.7099999999999973,human,train
call_2d4374d86df7,44,1.064999999999998,2.8153488372093047,10.494915672280912,15,9.060000000000004,0.6040000000000003,synthetic,val
call_30c4f6565eec,10,3.7659999999999982,7.880000000000002,1.6192796752465792,3,1.8800000000000026,0.6266666666666675,synthetic,train
call_312805f2b67f,16,1.5912499999999985,6.366666666666668,2.79975713232416,2,0.939999999999996,0.469999999999998,synthetic,train
call_3332ecee2806,37,1.4783783783783782,2.2849999999999997,3.941628822933202,27,17.560000000000002,0.6503703703703705,human,train
call_349b9fddaff0,16,2.08625,6.901333333333332,1.8126140029828552,7,5.119999999999996,0.7314285714285708,human,train
call_34f4c668dbe8,63,2.002222222222223,1.557419354838709,4.791621056566012,61,56.980000000000054,0.9340983606557386,human,train
call_35966c559fcc,19,1.9042105263157891,3.215555555555556,7.387442445281925,13,8.839999999999986,0.6799999999999989,human,train
call_36640e327eaf,44,1.3795454545454537,2.2590697674418614,3.489183920299824,31,20.679999999999982,0.6670967741935478,human,train
call_36d72e4b1aef,12,3.2050000000000005,8.423636363636362,1.8184608876739707,2,0.8200000000000003,0.41000000000000014,synthetic,val
call_373750027ccd,13,3.689230769230768,7.606666666666668,2.6071774697888057,5,2.2399999999999967,0.44799999999999934,synthetic,train
call_374f870c8124,24,1.1800000000000006,3.28695652173913,6.603680133406511,12,6.679999999999992,0.556666666666666,synthetic,train
call_37e63dcc8185,10,4.172,6.991111111111111,2.588127594313009,6,3.780000000000001,0.6300000000000002,synthetic,train
call_387c5493a07f,12,3.308333333333333,10.254545454545454,3.252070203126096,1,0.8400000000000034,0.8400000000000034,synthetic,train
call_39880aff21ed,19,3.3347368421052646,6.376666666666664,6.467711436672959,2,0.7800000000000082,0.3900000000000041,synthetic,train
call_3adbf4ac0f30,24,2.526666666666666,4.207826086956523,4.709913611934305,7,2.5999999999999766,0.37142857142856806,human,train
call_3b1bf9fab29d,11,2.047272727272727,9.4,0.23627667397918622,1,2.24,2.24,human,train
call_3b9afdd4a2df,25,1.1615999999999993,5.2075000000000005,2.4062489600976495,14,8.499999999999982,0.6071428571428559,human,val
call_3ca96b2dd5c4,25,2.2871999999999986,5.970833333333335,4.78023709314367,12,12.219999999999986,1.0183333333333322,human,train
call_3cd08cbaf55c,14,2.9185714285714295,6.773846153846152,5.231499060267756,3,1.9200000000000053,0.6400000000000018,synthetic,train
call_3d69be34ef44,17,2.2282352941176446,6.172500000000002,4.422528222900667,6,3.240000000000002,0.5400000000000004,human,train
call_3f3ac4984431,21,2.564761904761904,5.5520000000000005,4.867431120651397,2,0.46000000000000796,0.23000000000000398,human,train
call_415d987a1504,15,1.2626666666666666,5.032857142857144,1.579002699114073,0,0.0,0.0,synthetic,train
call_41fc5fd779c9,8,1.5875,5.362857142857144,2.2273478784035006,3,2.779999999999994,0.9266666666666646,synthetic,train
call_450b4e13468b,12,3.8183333333333365,7.632727272727271,3.7601773007842763,3,2.5600000000000023,0.853333333333334,synthetic,train
call_4789ebd9b148,22,1.5372727272727273,3.637142857142857,2.67419349010329,7,1.9399999999999853,0.277142857142855,synthetic,train
call_47bef2f628eb,14,2.0385714285714323,8.404615384615381,0.5110522076797626,4,1.819999999999995,0.45499999999999874,human,val
call_486215b37ca1,46,1.8182608695652167,1.239555555555556,3.938968109472564,38,36.55999999999995,0.9621052631578935,human,train
call_488e7b893457,19,1.7210526315789505,6.29333333333333,2.5063591636694733,3,1.2799999999999976,0.42666666666666586,human,train
call_4ac92327c83b,17,3.2188235294117673,5.996249999999998,5.605739320850847,6,3.919999999999994,0.6533333333333323,human,train
call_4affad158a4c,20,1.409,6.57578947368421,2.3122818531530815,1,0.4200000000000017,0.4200000000000017,synthetic,val
call_4b1bec58d02d,42,1.4223809523809534,3.621951219512194,5.843135595700617,10,5.74,0.5740000000000001,synthetic,train
call_4baef170cf46,17,2.674117647058823,5.291250000000001,6.310655787680726,7,6.939999999999998,0.9914285714285711,human,train
call_4c278007298d,14,3.1071428571428577,6.563076923076922,4.669917915053039,4,4.1000000000000085,1.0250000000000021,human,train
call_4c8c40f7c2fd,16,1.8612499999999992,7.180000000000001,2.458714772667488,4,0.9799999999999898,0.24499999999999744,human,train
call_4cd5b14fbe3c,13,3.347692307692306,7.235000000000002,3.44803176854899,6,4.539999999999992,0.7566666666666654,synthetic,train
call_4d8129939686,9,3.106666666666665,10.235000000000001,1.371641352540818,3,1.179999999999989,0.3933333333333297,synthetic,train
call_4e60206f7e8a,13,2.5476923076923077,4.121666666666667,3.488858457050579,6,3.079999999999993,0.5133333333333322,human,train
call_4e9cec0da4ea,13,2.610769230769228,7.555000000000004,3.1194920691084898,3,1.1399999999999935,0.37999999999999784,synthetic,train
call_4f0dad5104b3,36,2.1155555555555567,2.0394285714285703,3.4716965985994923,36,26.360000000000028,0.732222222222223,human,train
call_51851f91f064,22,1.3445454545454545,3.598095238095238,3.4639600239637645,9,3.939999999999989,0.43777777777777654,human,train
call_5273f6be303c,20,1.7210000000000025,6.355789473684209,4.007265915429001,5,3.560000000000063,0.7120000000000126,human,train
call_52ba7c3bd761,11,3.3945454545454576,9.149999999999999,4.593689742956684,2,1.6999999999999957,0.8499999999999979,synthetic,train
call_52bfee0220ab,25,1.9487999999999994,4.280833333333335,3.896574221886023,3,2.259999999999991,0.7533333333333303,synthetic,train
call_54a09817b7e2,11,2.27090909090909,8.814,3.0618615846632182,3,1.9199999999999946,0.6399999999999982,synthetic,train
call_565b6523733e,15,1.9813333333333325,5.995714285714286,3.1848697939469357,5,3.680000000000005,0.736000000000001,human,train
call_568b5e814bc3,23,1.6373913043478272,4.6599999999999975,2.619508727610194,9,2.820000000000007,0.31333333333333413,human,train
call_569ffb0869eb,23,1.5939130434782616,4.043636363636363,5.6991940950746125,12,5.620000000000001,0.46833333333333343,human,val
call_56f58de34ea0,15,1.840000000000001,7.38,2.535833102514739,2,1.059999999999988,0.529999999999994,synthetic,train
call_578504f9f39e,8,4.725,14.074285714285717,0.9012015788458656,1,0.5200000000000102,0.5200000000000102,synthetic,train
call_57f113803718,23,1.4791304347826115,5.799090909090906,3.654008140942096,11,5.900000000000048,0.5363636363636407,human,train
call_5823cd70919d,10,3.16,11.153333333333334,1.4200782451056075,3,0.7999999999999972,0.2666666666666657,synthetic,train
call_58a0f7394bc3,12,3.6799999999999997,8.47090909090909,1.2596199523040377,2,0.9199999999999999,0.45999999999999996,synthetic,train
call_58ed2170e352,19,1.5315789473684216,4.565555555555555,1.97805773886928,7,4.38,0.6257142857142857,human,val
call_5a6307557d57,17,2.084705882352941,5.825000000000001,2.7491228547644484,3,1.620000000000008,0.5400000000000027,human,train
call_5a7a7e3c9588,21,2.0333333333333328,3.4970000000000008,5.346774372504996,3,1.1400000000000006,0.38000000000000017,synthetic,train
call_5c9d19646f57,21,1.3790476190476184,1.6040000000000005,3.7591402992537644,18,11.239999999999995,0.6244444444444441,human,train
call_5d86f0ca06aa,9,2.4466666666666663,8.9575,1.7352937631549445,0,0.0,0.0,synthetic,train
call_5e4539a471f6,24,1.038333333333333,2.9139130434782605,11.244407176619992,3,1.4799999999999986,0.4933333333333329,synthetic,val
call_5f7a4b3e8ca9,30,1.271333333333333,2.4800000000000004,4.70154874388568,21,12.38000000000001,0.58952380952381,human,train
call_6058d9c5c82f,13,2.3476923076923084,7.233333333333332,0.4400466175770773,3,2.3200000000000003,0.7733333333333334,synthetic,val
call_60ffdefc5f5a,19,1.475789473684209,8.894444444444446,3.1249225872764566,5,2.480000000000004,0.4960000000000008,human,train
call_624a4731ab56,24,3.3874999999999997,3.8660869565217393,3.8364789865829785,18,10.540000000000028,0.585555555555557,human,train
call_63a156c6b8d9,11,1.8290909090909075,8.052000000000001,0.45987437898239464,1,1.1400000000000001,1.1400000000000001,human,train
call_64637c20ee66,38,1.4552631578947375,2.452972972972973,4.477136579550812,28,20.420000000000016,0.7292857142857149,human,val
call_65a7cdefc22d,27,1.3681481481481474,3.527692307692308,3.33082461492415,18,13.919999999999979,0.7733333333333321,human,train
call_6756c4a91509,13,3.22923076923077,10.823333333333332,1.0495395815943918,3,0.9599999999999778,0.31999999999999257,synthetic,train
call_678ee1dd2242,15,3.2746666666666644,7.254285714285717,4.383734003053082,2,0.4800000000000111,0.24000000000000554,human,val
call_68544c09a58b,7,1.7142857142857117,16.14666666666667,1.1948699869501658,1,0.6799999999999926,0.6799999999999926,synthetic,train
call_6971b2685c1d,10,1.9540000000000006,6.111111111111111,3.9662358309443295,1,0.35999999999999943,0.35999999999999943,human,val
call_6afd8cabf618,11,3.0418181818181824,8.584,2.730638287021088,1,0.4200000000000017,0.4200000000000017,synthetic,train
call_6b0cc9c966a1,17,2.2164705882352926,7.128750000000003,7.089633747004609,7,3.5399999999999934,0.5057142857142848,human,train
call_6b31fbd81fc3,34,1.1082352941176468,3.6466666666666665,12.047619420028157,10,6.799999999999988,0.6799999999999988,synthetic,train
call_6b6499e4474f,8,4.842499999999999,12.322857142857146,1.8039242936284363,1,0.519999999999996,0.519999999999996,synthetic,train
call_6c8d4490f8d7,8,5.534999999999996,10.731428571428575,0.1977010730515001,3,2.799999999999983,0.9333333333333277,synthetic,val
call_6d88a2e95795,43,1.1260465116279061,2.445714285714286,4.936888671632931,26,17.619999999999965,0.6776923076923064,human,train
call_6dfa70c50ea5,24,1.7283333333333326,3.534782608695653,11.5655146755406,9,5.519999999999987,0.613333333333332,synthetic,train
call_6e83cb807322,16,3.077499999999999,7.4893333333333345,6.3723799844851285,5,2.759999999999998,0.5519999999999996,human,train
call_70101b573bb2,25,1.8504000000000012,3.1174999999999984,3.1208806449462316,7,3.4599999999999866,0.4942857142857124,synthetic,train
call_70de89818ee5,26,2.08923076923077,4.1255999999999995,4.854965293387792,5,3.5000000000000284,0.7000000000000057,synthetic,train
call_716d56beca2a,32,1.6518749999999978,5.077419354838713,3.2660162383193265,15,14.819999999999972,0.9879999999999981,human,train
call_71fec5a6b017,12,2.001666666666669,5.419999999999998,2.885909341485407,4,2.0799999999999983,0.5199999999999996,synthetic,train
call_743448b8a861,13,2.0276923076923077,5.183333333333334,3.4719432229789904,11,8.94000000000001,0.8127272727272736,synthetic,val
call_74b20933dd43,32,1.3825,3.2780645161290325,2.7834185310893904,20,11.880000000000008,0.5940000000000004,human,val
call_750153d8eb40,26,1.4661538461538457,3.0288000000000004,4.282321333108949,11,10.34000000000002,0.9400000000000017,human,train
call_7519d635bbbb,14,2.0885714285714285,6.5661538461538465,1.3436051225247407,3,1.2599999999999874,0.41999999999999577,synthetic,train
call_7601ac7d4fbf,10,5.019999999999996,6.031111111111115,1.968525675050577,1,0.09999999999999432,0.09999999999999432,synthetic,train
call_76856257e3ef,13,1.5138461538461527,2.541666666666668,2.438223396929275,5,2.859999999999994,0.5719999999999988,synthetic,train
call_7744ab92baa3,44,1.1745454545454534,2.6981395348837225,7.0861941078734825,30,16.899999999999977,0.5633333333333326,human,train
call_794031bf2233,40,0.7979999999999995,3.037948717948719,10.539282209295827,7,3.359999999999994,0.47999999999999915,synthetic,train
call_7a250598cb8b,21,1.8380952380952384,5.135,5.124434091868563,3,2.179999999999996,0.7266666666666654,synthetic,train
call_7a345e2b0f37,11,2.6763636363636367,9.017999999999999,2.183796527318256,0,0.0,0.0,synthetic,train
call_7ae75e4aa32f,27,2.319999999999999,6.420769230769232,2.727759378147425,5,3.20000000000001,0.640000000000002,synthetic,train
call_7b14e69a57bd,17,0.5964705882352961,3.871249999999998,11.726344774255356,3,2.5800000000000036,0.8600000000000012,synthetic,train
call_7b1e73c133f8,11,2.0672727272727283,6.711999999999999,1.4998399914657587,3,1.5599999999999987,0.5199999999999996,synthetic,val
call_7d4f3b80384e,8,4.45,12.111428571428572,0.3958354636534158,0,0.0,0.0,synthetic,train
call_7d5b26105bb5,9,3.5622222222222226,7.349999999999999,1.1491736161259536,0,0.0,0.0,synthetic,train
call_7f82debeb19b,16,1.8437500000000009,6.2653333333333325,5.3280426138721975,2,1.1800000000000057,0.5900000000000029,human,train
call_802282383eb2,8,3.3475000000000037,12.625714285714283,0.30122369476140953,1,0.8400000000000034,0.8400000000000034,synthetic,train
call_810c24005ecc,17,1.764705882352942,4.3862499999999995,2.929858960668886,4,1.4399999999999977,0.35999999999999943,synthetic,val
call_810e3066a7b4,13,1.9415384615384605,5.988333333333334,3.9417118499063712,6,2.6799999999999997,0.4466666666666666,synthetic,val
call_81b12145be34,16,1.8175000000000003,6.165333333333334,1.7907237829064167,7,4.740000000000013,0.6771428571428589,synthetic,train
call_81b98c77cf99,16,2.7687500000000007,6.882666666666666,1.6039866998617356,4,2.059999999999995,0.5149999999999988,human,train
call_850d796d23a7,13,2.787692307692309,5.129999999999999,1.7171025087748912,5,2.27999999999998,0.45599999999999596,synthetic,train
call_8570ae0e7d61,14,4.552857142857145,7.186153846153845,1.8234232990374266,5,2.1999999999999726,0.4399999999999945,synthetic,train
call_8834a90f11cd,10,3.022,9.044444444444444,1.863813295370542,0,0.0,0.0,human,train
call_8893de2fe204,8,7.747499999999999,10.534285714285716,7.934726568337797,3,1.1399999999999793,0.37999999999999307,synthetic,train
call_88cd54e1e505,9,3.4177777777777782,7.5275,1.1485643212288967,3,1.0999999999999943,0.36666666666666475,synthetic,train
call_88d7858b7921,8,6.307500000000003,11.668571428571425,9.55193884582003,2,1.460000000000008,0.730000000000004,synthetic,train
call_893d552b156a,16,2.3524999999999987,6.4573333333333345,3.8424660050545647,6,3.5200000000000102,0.5866666666666683,human,train
call_8a3996f823e4,17,2.5529411764705925,5.681249999999996,7.746327194225662,7,3.520000000000044,0.5028571428571491,human,train
call_8a570a10920b,14,4.157142857142856,6.475384615384617,0.8489787012433422,9,7.899999999999961,0.8777777777777734,synthetic,train
call_8a61615c9927,35,1.177142857142856,3.652352941176471,3.843946342607879,14,7.87999999999999,0.5628571428571422,human,train
call_8a9391c1823b,30,1.7453333333333345,2.772413793103447,3.045885539414083,25,17.380000000000017,0.6952000000000007,human,train
call_8ade6f74aa33,17,2.0164705882352956,5.997499999999999,2.2335727117834177,3,0.70000000000001,0.23333333333333664,synthetic,train
call_8ae3fce602f3,16,1.7674999999999996,6.369333333333333,1.7881014139770346,3,1.1200000000000028,0.37333333333333424,synthetic,train
call_8c2ebe3761bb,10,4.258000000000001,8.702222222222222,1.5752036905323294,2,0.8800000000000026,0.4400000000000013,synthetic,train
call_8c6b33721067,9,7.2666666666666675,9.2025,4.238006606884892,2,1.0600000000000058,0.5300000000000029,synthetic,train
call_8cafd2754e55,15,3.034666666666669,8.351428571428569,3.593760200813679,2,0.759999999999998,0.379999999999999,synthetic,val
call_8d3ea77f4bb4,16,1.6275000000000013,6.401333333333333,2.327654040731426,3,1.240000000000009,0.4133333333333364,synthetic,train
call_8d6cd93e02b8,15,2.1960000000000006,6.648571428571428,3.0664997884201717,4,2.620000000000001,0.6550000000000002,human,train
call_8d75a71e6126,12,3.7883333333333318,10.161818181818184,2.4983988812231264,6,3.7600000000000033,0.6266666666666673,synthetic,val
call_8da8b9947630,14,2.178571428571431,11.675384615384614,2.588289208268855,4,1.520000000000012,0.380000000000003,human,val
call_8e6c9fa78a21,10,3.1100000000000056,9.559999999999995,1.5373006645849516,2,1.1799999999999997,0.5899999999999999,synthetic,train
call_8ed994ce484f,12,3.838333333333335,9.061818181818179,0.5280840153543095,3,1.3400000000000176,0.44666666666667254,synthetic,train
call_8ee1e10130a2,11,3.3545454545454563,8.005999999999998,1.1691395437360235,4,3.940000000000012,0.985000000000003,synthetic,train
call_8f8e2145bc91,8,5.024999999999999,9.860000000000001,0.6222310090082525,2,1.2800000000000153,0.6400000000000077,synthetic,train
call_9083846f078a,9,5.424444444444446,10.454999999999997,5.6337208939661805,3,1.2000000000000046,0.4000000000000015,synthetic,train
call_91a25cd95998,13,2.481538461538461,7.001666666666668,0.23329303681344674,5,4.179999999999993,0.8359999999999985,synthetic,train
call_924e8a27e4de,15,1.7839999999999983,7.894285714285716,2.1739601783709968,3,0.9600000000000115,0.32000000000000384,human,train
call_925ba94f05a4,43,1.4906976744186051,3.667142857142857,10.967803419527122,19,11.280000000000038,0.5936842105263178,synthetic,val
call_927c1f5f2007,12,4.518333333333336,7.147272727272725,0.9304479208066013,5,2.1600000000000215,0.43200000000000427,synthetic,train
call_9491f635b944,8,1.8800000000000017,14.928571428571429,1.9696845287652385,2,1.3199999999999932,0.6599999999999966,synthetic,train
call_94a8c8502249,31,1.543870967741935,3.9386666666666668,2.5970895292593426,13,9.199999999999966,0.7076923076923051,human,train
call_957a8384caff,10,5.368000000000001,8.624444444444444,3.8919341092972175,5,3.860000000000028,0.7720000000000056,synthetic,val
call_95ccefc6e4ce,22,2.539999999999999,7.05904761904762,3.985103864876401,9,4.6999999999999815,0.5222222222222201,human,val
call_9741efdd34af,12,2.310000000000002,8.059999999999999,2.418977996066631,4,1.240000000000009,0.3100000000000023,human,train
call_97701e543c60,33,1.0127272727272725,3.145625,8.088033748653306,11,4.319999999999992,0.39272727272727204,synthetic,train
call_989dad5aa1af,15,2.0066666666666664,6.145714285714285,2.350220003730303,4,2.600000000000003,0.6500000000000008,human,train
call_9a3d5b0a64a3,25,2.4511999999999983,5.993333333333335,6.115091931715611,4,1.4399999999999729,0.3599999999999932,human,val
call_9bb847dfc83e,11,1.8381818181818195,10.105999999999998,4.287571703320084,3,2.44000000000001,0.8133333333333367,human,val
call_9c2dbbd1fe2e,9,4.900000000000001,10.735,1.7622996340009767,1,0.45999999999999375,0.45999999999999375,synthetic,train
call_9dc1a304389f,18,2.3277777777777775,5.781176470588236,3.1292031602790926,2,1.3000000000000114,0.6500000000000057,synthetic,train
call_9f11e2c5441c,22,1.5554545454545456,4.443809523809524,3.7940670476290697,11,5.239999999999989,0.4763636363636353,human,val
call_a0fbbe7bfec4,21,1.8352380952380958,4.8149999999999995,2.990341645681099,6,4.400000000000004,0.733333333333334,human,train
call_a2aa58c1750b,17,2.247058823529411,5.7475000000000005,1.8160281752586709,7,2.8799999999999955,0.41142857142857076,human,train
call_a381913d938c,24,1.1175000000000004,3.0965217391304343,3.5324971665783482,14,7.260000000000015,0.5185714285714297,synthetic,train
call_a3a1f51a4bf9,11,2.4854545454545462,7.994,1.726987919102872,1,0.8400000000000034,0.8400000000000034,synthetic,val
call_a426226cf8b9,20,1.2360000000000013,5.307368421052631,2.3682185176559245,2,2.0,1.0,synthetic,train
call_a4683528fef4,18,2.247777777777779,6.679999999999999,4.304351081788533,5,3.6599999999999957,0.7319999999999991,human,train
call_a49598543013,15,3.700000000000001,7.191428571428571,1.9966180930573147,5,3.680000000000007,0.7360000000000013,synthetic,train
call_a6481017c744,15,1.6159999999999997,6.112857142857144,1.9545619409352015,1,0.18000000000000682,0.18000000000000682,synthetic,train
call_a71916766a4f,9,3.0711111111111156,12.107499999999996,0.22288512237872266,0,0.0,0.0,synthetic,train
call_a766613f8c8a,20,1.476,3.1305263157894734,3.523173410037176,12,5.1200000000000045,0.426666666666667,human,train
call_a7c95e99f3b6,30,1.1373333333333335,2.7420689655172414,3.3194951146359526,20,9.179999999999989,0.45899999999999946,human,val
call_a7df1d46e72b,15,3.844,7.434285714285715,1.8621595246482225,3,1.120000000000001,0.3733333333333337,synthetic,train
call_a7ea289a43fd,21,2.009523809523808,4.549,2.0486971469692636,7,4.160000000000007,0.5942857142857153,synthetic,train
call_a8ca5b456ce4,11,5.6800000000000015,8.851999999999999,0.3469241468049788,2,1.7800000000000011,0.8900000000000006,synthetic,train
call_a9d29125d786,7,2.102857142857144,8.469999999999999,0.881189672031645,3,2.38,0.7933333333333333,synthetic,train
call_abf730747901,17,1.5447058823529405,5.646250000000001,4.251816866548544,5,3.160000000000008,0.6320000000000017,human,val
call_ac80248cae29,7,6.337142857142857,14.85,2.6206832987564437,1,0.28000000000000114,0.28000000000000114,synthetic,train
call_acda78859d0d,15,2.2280000000000006,5.969999999999999,4.437855337885632,3,1.6199999999999974,0.5399999999999991,human,train
call_ad8e23b11d98,18,1.1777777777777763,3.5188235294117653,2.8194045169264657,2,0.46000000000000263,0.23000000000000131,synthetic,train
call_adf30039caa2,11,1.6272727272727279,6.209999999999999,6.579551794627186,5,3.9799999999999933,0.7959999999999987,synthetic,train
call_aed9b45d6c31,16,2.0812499999999985,5.622666666666668,2.0258529068024655,7,4.880000000000004,0.6971428571428577,synthetic,train
